# rho - energy density in [g/cm^3]
# R   - radius in km
# M   - mass in solar masses
# chi[0] - the scalar field in the centre of the star
# abs(alpha_A) - the absolut value of alpha_A for this star
# beta   - theory parameter (for now set to 0)
# alpha  - theory parameters, related to the Brans-Dicke parameter. This is the one we want to sample
# log(alpha) - the table is build to have equal spacing between the models in terms of log(alpha), and NOT alpha alone
#   rho          R             M           chi[0]    abs(alpha_A)      beta        alpha      log(alpha) 
  6.6643e+14   1.1402e+01   7.2000e-01  -3.1402e-04   1.4797e-03   0.0000e+00   1.7783e-03  -2.7500e+00 
  6.6643e+14   1.1402e+01   7.2000e-01  -3.5233e-04   1.6603e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  6.6643e+14   1.1402e+01   7.2000e-01  -3.9532e-04   1.8629e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  6.6643e+14   1.1402e+01   7.2000e-01  -4.4356e-04   2.0902e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  6.6643e+14   1.1402e+01   7.2000e-01  -4.9768e-04   2.3452e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  6.6643e+14   1.1402e+01   7.2000e-01  -5.5841e-04   2.6313e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  6.6643e+14   1.1402e+01   7.2000e-01  -6.2654e-04   2.9524e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  6.6643e+14   1.1402e+01   7.2000e-01  -7.0299e-04   3.3127e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  6.6643e+14   1.1402e+01   7.2000e-01  -7.8877e-04   3.7169e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  6.6644e+14   1.1402e+01   7.2000e-01  -8.8501e-04   4.1704e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  6.6644e+14   1.1402e+01   7.2000e-01  -9.9300e-04   4.6793e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  6.6644e+14   1.1402e+01   7.2000e-01  -1.1142e-03   5.2502e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  6.6644e+14   1.1402e+01   7.2000e-01  -1.2501e-03   5.8908e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  6.6644e+14   1.1402e+01   7.2000e-01  -1.4026e-03   6.6096e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  6.6645e+14   1.1402e+01   7.2000e-01  -1.5738e-03   7.4161e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  6.6645e+14   1.1402e+01   7.2000e-01  -1.7658e-03   8.3210e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  6.6646e+14   1.1402e+01   7.2000e-01  -1.9813e-03   9.3362e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  6.6646e+14   1.1401e+01   7.2000e-01  -2.2230e-03   1.0475e-02   0.0000e+00   1.2589e-02  -1.9000e+00 
  6.6647e+14   1.1401e+01   7.2000e-01  -2.4942e-03   1.1754e-02   0.0000e+00   1.4125e-02  -1.8500e+00 
  6.6648e+14   1.1401e+01   7.2000e-01  -2.7985e-03   1.3188e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  6.6649e+14   1.1401e+01   7.2000e-01  -3.1399e-03   1.4797e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  6.6651e+14   1.1401e+01   7.2000e-01  -3.5230e-03   1.6602e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  6.6653e+14   1.1401e+01   7.2000e-01  -3.9528e-03   1.8627e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  6.6655e+14   1.1401e+01   7.2000e-01  -4.4349e-03   2.0900e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  6.6659e+14   1.1400e+01   7.2000e-01  -4.9759e-03   2.3450e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  6.6663e+14   1.1400e+01   7.2000e-01  -5.5828e-03   2.6310e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  6.6668e+14   1.1399e+01   7.2000e-01  -6.2636e-03   2.9520e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  6.6674e+14   1.1399e+01   7.2000e-01  -7.0273e-03   3.3120e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  6.6682e+14   1.1398e+01   7.2000e-01  -7.8840e-03   3.7160e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  6.6692e+14   1.1397e+01   7.2000e-01  -8.8449e-03   4.1692e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  6.6705e+14   1.1396e+01   7.2000e-01  -9.9226e-03   4.6775e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  6.6721e+14   1.1394e+01   7.2000e-01  -1.1131e-02   5.2477e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  6.6741e+14   1.1392e+01   7.2000e-01  -1.2486e-02   5.8873e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  6.6766e+14   1.1390e+01   7.2000e-01  -1.4005e-02   6.6047e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  6.6798e+14   1.1387e+01   7.2000e-01  -1.5708e-02   7.4091e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  6.6837e+14   1.1383e+01   7.2000e-01  -1.7616e-02   8.3111e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  6.6887e+14   1.1378e+01   7.2000e-01  -1.9754e-02   9.3223e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  6.6950e+14   1.1372e+01   7.2000e-01  -2.2147e-02   1.0456e-01   0.0000e+00   1.2589e-01  -9.0000e-01 
  6.7029e+14   1.1364e+01   7.2000e-01  -2.4825e-02   1.1726e-01   0.0000e+00   1.4125e-01  -8.5000e-01 
  6.7127e+14   1.1355e+01   7.2000e-01  -2.7819e-02   1.3149e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  6.7250e+14   1.1343e+01   7.2000e-01  -3.1165e-02   1.4742e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  6.7403e+14   1.1329e+01   7.2000e-01  -3.4900e-02   1.6525e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  6.7595e+14   1.1311e+01   7.2000e-01  -3.9062e-02   1.8519e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  6.7832e+14   1.1290e+01   7.2000e-01  -4.3693e-02   2.0748e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  6.8126e+14   1.1263e+01   7.2000e-01  -4.8835e-02   2.3236e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  6.8489e+14   1.1231e+01   7.2000e-01  -5.4528e-02   2.6012e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  6.8935e+14   1.1194e+01   7.2000e-01  -6.0809e-02   2.9103e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  6.9478e+14   1.1149e+01   7.2000e-01  -6.7710e-02   3.2539e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  7.0138e+14   1.1097e+01   7.2000e-01  -7.5251e-02   3.6354e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  7.0931e+14   1.1038e+01   7.2000e-01  -8.3437e-02   4.0577e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  7.1877e+14   1.0972e+01   7.2000e-01  -9.2251e-02   4.5241e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  7.2993e+14   1.0901e+01   7.2000e-01  -1.0165e-01   5.0377e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  7.4294e+14   1.0824e+01   7.2000e-01  -1.1154e-01   5.6015e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  7.5793e+14   1.0746e+01   7.2000e-01  -1.2182e-01   6.2185e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  7.7496e+14   1.0669e+01   7.2000e-01  -1.3231e-01   6.8913e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  7.9404e+14   1.0595e+01   7.2000e-01  -1.4282e-01   7.6225e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.8027e-07   8.2746e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.0226e-07   9.2842e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.2694e-07   1.0417e-06   0.0000e+00   1.2589e-06  -5.9000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.5463e-07   1.1688e-06   0.0000e+00   1.4125e-06  -5.8500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.8570e-07   1.3114e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -3.2056e-07   1.4715e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -3.5968e-07   1.6510e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -4.0357e-07   1.8524e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -4.5281e-07   2.0785e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -5.0806e-07   2.3321e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -5.7005e-07   2.6167e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -6.3961e-07   2.9359e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -7.1765e-07   3.2942e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -8.0522e-07   3.6961e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -9.0347e-07   4.1471e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.0137e-06   4.6531e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.1374e-06   5.2209e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.2762e-06   5.8580e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.4319e-06   6.5727e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.6066e-06   7.3747e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.8027e-06   8.2746e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.0226e-06   9.2842e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.2694e-06   1.0417e-05   0.0000e+00   1.2589e-05  -4.9000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.5463e-06   1.1688e-05   0.0000e+00   1.4125e-05  -4.8500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.8570e-06   1.3114e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -3.2056e-06   1.4715e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -3.5968e-06   1.6510e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -4.0357e-06   1.8524e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -4.5281e-06   2.0785e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -5.0806e-06   2.3321e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -5.7005e-06   2.6167e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -6.3961e-06   2.9359e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -7.1765e-06   3.2942e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -8.0522e-06   3.6961e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -9.0347e-06   4.1471e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.0137e-05   4.6531e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.1374e-05   5.2209e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.2762e-05   5.8580e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.4319e-05   6.5727e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.6066e-05   7.3747e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.8027e-05   8.2746e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.0226e-05   9.2842e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.2694e-05   1.0417e-04   0.0000e+00   1.2589e-04  -3.9000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.5463e-05   1.1688e-04   0.0000e+00   1.4125e-04  -3.8500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.8570e-05   1.3114e-04   0.0000e+00   1.5849e-04  -3.8000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -3.2056e-05   1.4715e-04   0.0000e+00   1.7783e-04  -3.7500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -3.5968e-05   1.6510e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -4.0357e-05   1.8524e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -4.5281e-05   2.0785e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -5.0806e-05   2.3321e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -5.7005e-05   2.6167e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -6.3961e-05   2.9359e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -7.1765e-05   3.2942e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -8.0522e-05   3.6961e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -9.0347e-05   4.1471e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.0137e-04   4.6531e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.1374e-04   5.2209e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.2762e-04   5.8580e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.4319e-04   6.5727e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.6066e-04   7.3747e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.8027e-04   8.2746e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.0226e-04   9.2842e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.2694e-04   1.0417e-03   0.0000e+00   1.2589e-03  -2.9000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.5463e-04   1.1688e-03   0.0000e+00   1.4125e-03  -2.8500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -2.8570e-04   1.3114e-03   0.0000e+00   1.5849e-03  -2.8000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -3.2056e-04   1.4715e-03   0.0000e+00   1.7783e-03  -2.7500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -3.5968e-04   1.6510e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -4.0356e-04   1.8524e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -4.5281e-04   2.0785e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -5.0806e-04   2.3321e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -5.7005e-04   2.6166e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -6.3961e-04   2.9359e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -7.1765e-04   3.2942e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -8.0522e-04   3.6961e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -9.0346e-04   4.1471e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  6.7587e+14   1.1393e+01   7.4000e-01  -1.0137e-03   4.6531e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  6.7587e+14   1.1392e+01   7.4000e-01  -1.1374e-03   5.2209e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  6.7588e+14   1.1392e+01   7.4000e-01  -1.2762e-03   5.8579e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  6.7588e+14   1.1392e+01   7.4000e-01  -1.4319e-03   6.5727e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  6.7588e+14   1.1392e+01   7.4000e-01  -1.6066e-03   7.3747e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  6.7589e+14   1.1392e+01   7.4000e-01  -1.8026e-03   8.2745e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  6.7589e+14   1.1392e+01   7.4000e-01  -2.0226e-03   9.2841e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  6.7590e+14   1.1392e+01   7.4000e-01  -2.2693e-03   1.0417e-02   0.0000e+00   1.2589e-02  -1.9000e+00 
  6.7591e+14   1.1392e+01   7.4000e-01  -2.5462e-03   1.1688e-02   0.0000e+00   1.4125e-02  -1.8500e+00 
  6.7591e+14   1.1392e+01   7.4000e-01  -2.8568e-03   1.3114e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  6.7593e+14   1.1392e+01   7.4000e-01  -3.2054e-03   1.4714e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  6.7594e+14   1.1392e+01   7.4000e-01  -3.5964e-03   1.6509e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  6.7596e+14   1.1392e+01   7.4000e-01  -4.0352e-03   1.8523e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  6.7599e+14   1.1391e+01   7.4000e-01  -4.5274e-03   2.0783e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  6.7602e+14   1.1391e+01   7.4000e-01  -5.0796e-03   2.3319e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  6.7606e+14   1.1391e+01   7.4000e-01  -5.6991e-03   2.6163e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  6.7611e+14   1.1390e+01   7.4000e-01  -6.3941e-03   2.9355e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  6.7617e+14   1.1390e+01   7.4000e-01  -7.1737e-03   3.2935e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  6.7625e+14   1.1389e+01   7.4000e-01  -8.0482e-03   3.6952e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  6.7635e+14   1.1388e+01   7.4000e-01  -9.0291e-03   4.1459e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  6.7648e+14   1.1387e+01   7.4000e-01  -1.0129e-02   4.6514e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  6.7663e+14   1.1385e+01   7.4000e-01  -1.1363e-02   5.2184e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  6.7683e+14   1.1384e+01   7.4000e-01  -1.2746e-02   5.8544e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  6.7708e+14   1.1381e+01   7.4000e-01  -1.4297e-02   6.5678e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  6.7739e+14   1.1378e+01   7.4000e-01  -1.6034e-02   7.3677e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  6.7778e+14   1.1375e+01   7.4000e-01  -1.7982e-02   8.2647e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  6.7828e+14   1.1370e+01   7.4000e-01  -2.0163e-02   9.2702e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  6.7890e+14   1.1365e+01   7.4000e-01  -2.2605e-02   1.0397e-01   0.0000e+00   1.2589e-01  -9.0000e-01 
  6.7967e+14   1.1358e+01   7.4000e-01  -2.5337e-02   1.1660e-01   0.0000e+00   1.4125e-01  -8.5000e-01 
  6.8064e+14   1.1349e+01   7.4000e-01  -2.8392e-02   1.3075e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  6.8185e+14   1.1338e+01   7.4000e-01  -3.1805e-02   1.4659e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  6.8337e+14   1.1324e+01   7.4000e-01  -3.5614e-02   1.6432e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  6.8526e+14   1.1308e+01   7.4000e-01  -3.9858e-02   1.8415e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  6.8760e+14   1.1288e+01   7.4000e-01  -4.4578e-02   2.0631e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  6.9050e+14   1.1263e+01   7.4000e-01  -4.9817e-02   2.3106e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  6.9408e+14   1.1233e+01   7.4000e-01  -5.5615e-02   2.5866e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  6.9848e+14   1.1198e+01   7.4000e-01  -6.2008e-02   2.8939e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  7.0384e+14   1.1156e+01   7.4000e-01  -6.9028e-02   3.2356e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  7.1034e+14   1.1108e+01   7.4000e-01  -7.6692e-02   3.6149e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  7.1817e+14   1.1053e+01   7.4000e-01  -8.5005e-02   4.0348e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  7.2750e+14   1.0992e+01   7.4000e-01  -9.3946e-02   4.4986e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  7.3850e+14   1.0925e+01   7.4000e-01  -1.0347e-01   5.0093e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  7.5134e+14   1.0854e+01   7.4000e-01  -1.1348e-01   5.5700e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  7.6612e+14   1.0782e+01   7.4000e-01  -1.2386e-01   6.1836e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  7.8292e+14   1.0710e+01   7.4000e-01  -1.3444e-01   6.8528e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  8.0174e+14   1.0643e+01   7.4000e-01  -1.4501e-01   7.5802e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  6.8527e+14   1.1385e+01   7.6000e-01  -1.8390e-07   8.2279e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -2.0634e-07   9.2319e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -2.3152e-07   1.0358e-06   0.0000e+00   1.2589e-06  -5.9000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -2.5977e-07   1.1622e-06   0.0000e+00   1.4125e-06  -5.8500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -2.9147e-07   1.3040e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -3.2703e-07   1.4632e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -3.6693e-07   1.6417e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -4.1171e-07   1.8420e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -4.6194e-07   2.0668e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -5.1831e-07   2.3189e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -5.8155e-07   2.6019e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -6.5251e-07   2.9194e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -7.3213e-07   3.2756e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -8.2146e-07   3.6753e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -9.2169e-07   4.1237e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -1.0342e-06   4.6269e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -1.1603e-06   5.1915e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -1.3019e-06   5.8249e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -1.4608e-06   6.5357e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -1.6390e-06   7.3331e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -1.8390e-06   8.2279e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -2.0634e-06   9.2319e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -2.3152e-06   1.0358e-05   0.0000e+00   1.2589e-05  -4.9000e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -2.5977e-06   1.1622e-05   0.0000e+00   1.4125e-05  -4.8500e+00 
  6.8527e+14   1.1385e+01   7.6000e-01  -2.9147e-06   1.3040e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
