# rho - energy density in [g/cm^3]
# R   - radius in km
# M   - mass in solar masses
# chi[0] - the scalar field in the centre of the star
# abs(alpha_A) - the absolut value of alpha_A for this star
# beta   - theory parameter (for now set to 0)
# alpha  - theory parameters, related to the Brans-Dicke parameter. This is the one we want to sample
# log(alpha) - the table is build to have equal spacing between the models in terms of log(alpha), and NOT alpha alone
#   rho          R             M           chi[0]    abs(alpha_A)      beta        alpha      log(alpha) 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.2755e-06   4.0923e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.5532e-06   4.5917e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.8647e-06   5.1519e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -3.2143e-06   5.7805e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -3.6065e-06   6.4859e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -4.0466e-06   7.2773e-06   0.0000e+00   1.4125e-05  -4.8500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -4.5403e-06   8.1652e-06   0.0000e+00   1.5849e-05  -4.8000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -5.0943e-06   9.1615e-06   0.0000e+00   1.7783e-05  -4.7500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -5.7159e-06   1.0279e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -6.4134e-06   1.1534e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -7.1959e-06   1.2941e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -8.0739e-06   1.4520e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -9.0591e-06   1.6292e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.0164e-05   1.8280e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.1405e-05   2.0510e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.2796e-05   2.3013e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.4358e-05   2.5821e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.6110e-05   2.8971e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.8075e-05   3.2506e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.0281e-05   3.6473e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.2755e-05   4.0923e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.5532e-05   4.5917e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.8647e-05   5.1519e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -3.2143e-05   5.7805e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -3.6065e-05   6.4859e-05   0.0000e+00   1.2589e-04  -3.9000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -4.0466e-05   7.2773e-05   0.0000e+00   1.4125e-04  -3.8500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -4.5403e-05   8.1652e-05   0.0000e+00   1.5849e-04  -3.8000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -5.0943e-05   9.1615e-05   0.0000e+00   1.7783e-04  -3.7500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -5.7159e-05   1.0279e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -6.4134e-05   1.1534e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -7.1959e-05   1.2941e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -8.0739e-05   1.4520e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -9.0591e-05   1.6292e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.0164e-04   1.8280e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.1405e-04   2.0510e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.2796e-04   2.3013e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.4358e-04   2.5821e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.6110e-04   2.8971e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.8075e-04   3.2506e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.0281e-04   3.6473e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.2755e-04   4.0923e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.5532e-04   4.5917e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.8647e-04   5.1519e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -3.2143e-04   5.7805e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -3.6065e-04   6.4859e-04   0.0000e+00   1.2589e-03  -2.9000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -4.0466e-04   7.2773e-04   0.0000e+00   1.4125e-03  -2.8500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -4.5403e-04   8.1652e-04   0.0000e+00   1.5849e-03  -2.8000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -5.0943e-04   9.1616e-04   0.0000e+00   1.7783e-03  -2.7500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -5.7159e-04   1.0279e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -6.4134e-04   1.1534e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -7.1959e-04   1.2941e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -8.0739e-04   1.4520e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -9.0591e-04   1.6292e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.0164e-03   1.8280e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.1405e-03   2.0510e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.2796e-03   2.3013e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.4358e-03   2.5821e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.6110e-03   2.8972e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -1.8075e-03   3.2507e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.0281e-03   3.6474e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.2755e-03   4.0924e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.5532e-03   4.5918e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  1.3945e+15   1.1305e+01   1.7800e+00  -2.8647e-03   5.1522e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  1.3944e+15   1.1305e+01   1.7800e+00  -3.2142e-03   5.7809e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  1.3944e+15   1.1306e+01   1.7800e+00  -3.6064e-03   6.4864e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  1.3944e+15   1.1306e+01   1.7800e+00  -4.0465e-03   7.2779e-03   0.0000e+00   1.4125e-02  -1.8500e+00 
  1.3943e+15   1.1306e+01   1.7800e+00  -4.5402e-03   8.1662e-03   0.0000e+00   1.5849e-02  -1.8000e+00 
  1.3943e+15   1.1306e+01   1.7800e+00  -5.0941e-03   9.1629e-03   0.0000e+00   1.7783e-02  -1.7500e+00 
  1.3942e+15   1.1306e+01   1.7800e+00  -5.7157e-03   1.0281e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  1.3941e+15   1.1307e+01   1.7800e+00  -6.4130e-03   1.1536e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  1.3940e+15   1.1307e+01   1.7800e+00  -7.1954e-03   1.2945e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  1.3939e+15   1.1307e+01   1.7800e+00  -8.0732e-03   1.4525e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  1.3937e+15   1.1308e+01   1.7800e+00  -9.0581e-03   1.6299e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  1.3935e+15   1.1309e+01   1.7800e+00  -1.0163e-02   1.8290e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  1.3932e+15   1.1310e+01   1.7800e+00  -1.1403e-02   2.0525e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  1.3928e+15   1.1311e+01   1.7800e+00  -1.2793e-02   2.3034e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  1.3924e+15   1.1313e+01   1.7800e+00  -1.4354e-02   2.5851e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  1.3919e+15   1.1314e+01   1.7800e+00  -1.6104e-02   2.9014e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  1.3912e+15   1.1317e+01   1.7800e+00  -1.8067e-02   3.2566e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  1.3903e+15   1.1320e+01   1.7800e+00  -2.0269e-02   3.6557e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  1.3892e+15   1.1324e+01   1.7800e+00  -2.2738e-02   4.1042e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  1.3879e+15   1.1329e+01   1.7800e+00  -2.5507e-02   4.6083e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  1.3862e+15   1.1335e+01   1.7800e+00  -2.8612e-02   5.1754e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  1.3841e+15   1.1342e+01   1.7800e+00  -3.2092e-02   5.8135e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  1.3815e+15   1.1352e+01   1.7800e+00  -3.5992e-02   6.5321e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  1.3783e+15   1.1364e+01   1.7800e+00  -4.0360e-02   7.3420e-02   0.0000e+00   1.4125e-01  -8.5000e-01 
  1.3743e+15   1.1378e+01   1.7800e+00  -4.5249e-02   8.2557e-02   0.0000e+00   1.5849e-01  -8.0000e-01 
  1.3695e+15   1.1397e+01   1.7800e+00  -5.0718e-02   9.2876e-02   0.0000e+00   1.7783e-01  -7.5000e-01 
  1.3635e+15   1.1419e+01   1.7800e+00  -5.6828e-02   1.0455e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  1.3564e+15   1.1447e+01   1.7800e+00  -6.3644e-02   1.1776e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  1.3478e+15   1.1481e+01   1.7800e+00  -7.1231e-02   1.3275e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  1.3377e+15   1.1523e+01   1.7800e+00  -7.9652e-02   1.4977e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  1.3259e+15   1.1574e+01   1.7800e+00  -8.8961e-02   1.6912e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  1.3124e+15   1.1634e+01   1.7800e+00  -9.9198e-02   1.9114e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  1.2972e+15   1.1706e+01   1.7800e+00  -1.1038e-01   2.1622e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  1.2807e+15   1.1790e+01   1.7800e+00  -1.2248e-01   2.4476e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  1.2631e+15   1.1887e+01   1.7800e+00  -1.3542e-01   2.7719e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  1.2451e+15   1.1998e+01   1.7800e+00  -1.4908e-01   3.1395e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  1.2273e+15   1.2122e+01   1.7800e+00  -1.6327e-01   3.5546e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  1.2105e+15   1.2259e+01   1.7800e+00  -1.7772e-01   4.0212e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  1.1956e+15   1.2407e+01   1.7800e+00  -1.9212e-01   4.5428e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  1.1833e+15   1.2565e+01   1.7800e+00  -2.0612e-01   5.1223e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  1.1743e+15   1.2732e+01   1.7800e+00  -2.1937e-01   5.7622e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.8478e-07   5.0471e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -3.1953e-07   5.6630e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -3.5852e-07   6.3540e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -4.0226e-07   7.1293e-07   0.0000e+00   1.4125e-06  -5.8500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -4.5135e-07   7.9992e-07   0.0000e+00   1.5849e-06  -5.8000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -5.0642e-07   8.9752e-07   0.0000e+00   1.7783e-06  -5.7500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -5.6821e-07   1.0070e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -6.3754e-07   1.1299e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -7.1534e-07   1.2678e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -8.0262e-07   1.4225e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -9.0055e-07   1.5960e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.0104e-06   1.7908e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.1337e-06   2.0093e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.2721e-06   2.2545e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.4273e-06   2.5296e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.6014e-06   2.8382e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.7968e-06   3.1845e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.0161e-06   3.5731e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.2621e-06   4.0091e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.5381e-06   4.4983e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.8478e-06   5.0471e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -3.1953e-06   5.6630e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -3.5852e-06   6.3540e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -4.0226e-06   7.1293e-06   0.0000e+00   1.4125e-05  -4.8500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -4.5135e-06   7.9992e-06   0.0000e+00   1.5849e-05  -4.8000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -5.0642e-06   8.9752e-06   0.0000e+00   1.7783e-05  -4.7500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -5.6821e-06   1.0070e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -6.3754e-06   1.1299e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -7.1534e-06   1.2678e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -8.0262e-06   1.4225e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -9.0055e-06   1.5960e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.0104e-05   1.7908e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.1337e-05   2.0093e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.2721e-05   2.2545e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.4273e-05   2.5296e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.6014e-05   2.8382e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.7968e-05   3.1845e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.0161e-05   3.5731e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.2621e-05   4.0091e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.5381e-05   4.4983e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.8478e-05   5.0471e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -3.1953e-05   5.6630e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -3.5852e-05   6.3540e-05   0.0000e+00   1.2589e-04  -3.9000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -4.0226e-05   7.1293e-05   0.0000e+00   1.4125e-04  -3.8500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -4.5135e-05   7.9992e-05   0.0000e+00   1.5849e-04  -3.8000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -5.0642e-05   8.9752e-05   0.0000e+00   1.7783e-04  -3.7500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -5.6821e-05   1.0070e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -6.3754e-05   1.1299e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -7.1534e-05   1.2678e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -8.0262e-05   1.4225e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -9.0055e-05   1.5960e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.0104e-04   1.7908e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.1337e-04   2.0093e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.2721e-04   2.2545e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.4273e-04   2.5296e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.6014e-04   2.8382e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.7968e-04   3.1845e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.0161e-04   3.5731e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.2621e-04   4.0091e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.5381e-04   4.4983e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -2.8478e-04   5.0471e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -3.1953e-04   5.6630e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -3.5852e-04   6.3540e-04   0.0000e+00   1.2589e-03  -2.9000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -4.0226e-04   7.1293e-04   0.0000e+00   1.4125e-03  -2.8500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -4.5135e-04   7.9992e-04   0.0000e+00   1.5849e-03  -2.8000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -5.0642e-04   8.9752e-04   0.0000e+00   1.7783e-03  -2.7500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -5.6821e-04   1.0070e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -6.3754e-04   1.1299e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -7.1534e-04   1.2678e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -8.0262e-04   1.4225e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -9.0055e-04   1.5961e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  1.4286e+15   1.1268e+01   1.8000e+00  -1.0104e-03   1.7908e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  1.4285e+15   1.1268e+01   1.8000e+00  -1.1337e-03   2.0093e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  1.4285e+15   1.1268e+01   1.8000e+00  -1.2721e-03   2.2545e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  1.4285e+15   1.1268e+01   1.8000e+00  -1.4273e-03   2.5296e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  1.4285e+15   1.1268e+01   1.8000e+00  -1.6014e-03   2.8383e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  1.4285e+15   1.1268e+01   1.8000e+00  -1.7968e-03   3.1846e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  1.4285e+15   1.1268e+01   1.8000e+00  -2.0161e-03   3.5732e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  1.4285e+15   1.1269e+01   1.8000e+00  -2.2621e-03   4.0092e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  1.4285e+15   1.1269e+01   1.8000e+00  -2.5381e-03   4.4985e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  1.4285e+15   1.1269e+01   1.8000e+00  -2.8478e-03   5.0474e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  1.4284e+15   1.1269e+01   1.8000e+00  -3.1953e-03   5.6634e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  1.4284e+15   1.1269e+01   1.8000e+00  -3.5851e-03   6.3545e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  1.4284e+15   1.1269e+01   1.8000e+00  -4.0226e-03   7.1300e-03   0.0000e+00   1.4125e-02  -1.8500e+00 
  1.4283e+15   1.1269e+01   1.8000e+00  -4.5134e-03   8.0002e-03   0.0000e+00   1.5849e-02  -1.8000e+00 
  1.4283e+15   1.1269e+01   1.8000e+00  -5.0641e-03   8.9767e-03   0.0000e+00   1.7783e-02  -1.7500e+00 
  1.4282e+15   1.1270e+01   1.8000e+00  -5.6820e-03   1.0072e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  1.4281e+15   1.1270e+01   1.8000e+00  -6.3753e-03   1.1302e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  1.4280e+15   1.1270e+01   1.8000e+00  -7.1531e-03   1.2682e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  1.4278e+15   1.1271e+01   1.8000e+00  -8.0258e-03   1.4231e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  1.4276e+15   1.1271e+01   1.8000e+00  -9.0050e-03   1.5969e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  1.4274e+15   1.1272e+01   1.8000e+00  -1.0104e-02   1.7920e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  1.4271e+15   1.1273e+01   1.8000e+00  -1.1336e-02   2.0110e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  1.4267e+15   1.1275e+01   1.8000e+00  -1.2719e-02   2.2568e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  1.4262e+15   1.1276e+01   1.8000e+00  -1.4271e-02   2.5329e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  1.4256e+15   1.1278e+01   1.8000e+00  -1.6011e-02   2.8429e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  1.4248e+15   1.1281e+01   1.8000e+00  -1.7964e-02   3.1911e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  1.4238e+15   1.1284e+01   1.8000e+00  -2.0155e-02   3.5824e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  1.4226e+15   1.1288e+01   1.8000e+00  -2.2612e-02   4.0221e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
